INVOICE_ID,BOOKED_REVENUE,PROFIT_CENTER,POSTING_DATE,OPPORTUNITY_ID
INV-ce3448a5,189329.56,PC_TEBG_EMEA,2021-12-09,OPP-92aeb7bb
INV-67f7ae0e,345271.77,PC_TEBG_EMEA,2021-12-12,OPP-892ea2a6
INV-d69b615e,398087.93,PC_TEBG_EMEA,2021-11-23,OPP-ca830492
INV-c6293f40,118960.57,PC_TEBG_EMEA,2021-12-09,OPP-944f76e1
INV-84267933,118960.57,PC_TEBG_EMEA,2021-12-18,OPP-944f76e1
INV-bdd4fdc1,137276.18,PC_TEBG_EMEA,2021-12-09,OPP-c927fc9e
INV-ee75d502,137276.18,PC_TEBG_EMEA,2021-12-16,OPP-c927fc9e
INV-d194270d,271778.78,PC_TEBG_EMEA,2021-12-01,OPP-2c3c1288
INV-c12e1554,210745.95,PC_TEBG_EMEA,2021-11-26,OPP-415d1bd7
INV-d0ef6931,300469.01,PC_SIBG_APAC,2023-10-13,OPP-f7f329dc
INV-4c0404f5,282985.89,PC_SIBG_APAC,2023-10-21,OPP-c87d746b
INV-e8e70a56,134459.87,PC_SIBG_APAC,2023-11-05,OPP-907ea1e1
INV-f7c13614,134459.87,PC_SIBG_APAC,2023-11-16,OPP-907ea1e1
INV-fbad878d,363742.85,PC_SIBG_APAC,2023-10-21,OPP-b92dd169
INV-ef9f7c79,160706.08,PC_SIBG_APAC,2023-10-13,OPP-a378dacb
INV-f2687b3e,160706.08,PC_SIBG_APAC,2023-10-22,OPP-a378dacb
INV-285e1f6d,295881.88,PC_SIBG_APAC,2023-11-11,OPP-44e5b5c2
INV-89bfa56a,74636.11,PC_SIBG_EMEA,2020-10-03,OPP-246c7785
INV-f446e416,74636.11,PC_SIBG_EMEA,2020-10-14,OPP-246c7785
INV-7732cb91,278717.45,PC_SIBG_APAC,2023-10-22,OPP-856fb61d
INV-64059f9c,187437.97,PC_SIBG_APAC,2023-11-02,OPP-26cb2e3b
INV-2925139d,301459.99,PC_SIBG_APAC,2023-10-27,OPP-992c980f
INV-0cabfac7,321022.78,PC_SIBG_APAC,2023-10-21,OPP-68d575f6
INV-1747dbb3,212564.81,PC_CBG_LATAM,2022-01-04,OPP-bb10a38d
INV-111baa3d,194856.22,PC_TEBG_EMEA,2023-05-06,OPP-38ffc85f
INV-fcafab8f,288779.34,PC_TEBG_EMEA,2023-05-10,OPP-2ef86e99
INV-8040e58e,158554.52,PC_HCBG_APAC,2023-06-26,OPP-c75ce9d5
INV-3fd80419,158554.52,PC_HCBG_APAC,2023-07-09,OPP-c75ce9d5
INV-29bdb86f,131408.9,PC_TEBG_LATAM,2022-08-29,OPP-482c59d7
INV-f8358e8f,131408.9,PC_TEBG_LATAM,2022-09-05,OPP-482c59d7
INV-50541659,238226.19,PC_TEBG_EMEA,2020-09-04,OPP-88361c29
INV-2690c2f0,295517.23,PC_SIBG_LATAM,2020-11-29,OPP-e3a60010
INV-1a8cf63e,124682.9,PC_SIBG_LATAM,2020-12-19,OPP-506300c3
INV-05a52af4,124682.9,PC_SIBG_LATAM,2021-01-04,OPP-506300c3
INV-dd2acaeb,275136.56,PC_SIBG_LATAM,2020-12-10,OPP-f2d4db5d
INV-a865d2c0,192693.38,PC_SIBG_LATAM,2020-11-23,OPP-eecbb885
INV-62324c22,90748.93,PC_SIBG_LATAM,2020-11-18,OPP-7f214692
INV-d7aba473,90748.93,PC_SIBG_LATAM,2020-11-30,OPP-7f214692
INV-726b4e6b,245058.57,PC_SIBG_EMEA,2021-09-13,OPP-a8a68f5f
INV-a34c03de,265865.91,PC_SIBG_EMEA,2021-09-19,OPP-01315a47
INV-3c4a9d08,226265.49,PC_SIBG_EMEA,2021-09-11,OPP-85d08c52
INV-bec1369b,255307.36,PC_SIBG_APAC,2023-01-23,OPP-52c1bf3b
INV-ec7d0669,330365.3,PC_CBG_EMEA,2023-11-06,OPP-3c526bdb
INV-19d0c330,198047.42,PC_HCBG_APAC,2023-05-11,OPP-47a92445
INV-6c3be445,189671.31,PC_SIBG_APAC,2023-12-10,OPP-65a65598
INV-44a4c655,217236.43,PC_CBG_NA,2023-03-29,OPP-e7d25539
INV-777ab4e2,272195.19,PC_HCBG_LATAM,2021-01-11,OPP-29f7d9a1
INV-25310595,410204.62,PC_HCBG_LATAM,2021-01-14,OPP-2c5c99d2
INV-3aaeca3d,250897.5,PC_HCBG_LATAM,2021-02-03,OPP-a8744928
INV-cbc37df5,250897.5,PC_HCBG_LATAM,2021-02-22,OPP-a8744928
INV-1f7a72ea,150541.39,PC_HCBG_EMEA,2024-10-08,OPP-ce7e8e4b
INV-0dde35cf,150541.39,PC_HCBG_EMEA,2024-10-22,OPP-ce7e8e4b
INV-029105c1,309741.1,PC_HCBG_EMEA,2021-07-15,OPP-2fa41e18
INV-01b4d461,352935.77,PC_HCBG_EMEA,2021-07-11,OPP-db1867bd
INV-fc0d6088,345050.39,PC_HCBG_EMEA,2021-07-20,OPP-0b0f2621
INV-1890a507,143726.76,PC_HCBG_APAC,2023-08-24,OPP-316d7279
INV-cab48985,143726.76,PC_HCBG_APAC,2023-09-14,OPP-316d7279
INV-4fba4bf4,181577.92,PC_HCBG_APAC,2023-08-10,OPP-4f414a69
INV-d99cd75d,181577.92,PC_HCBG_APAC,2023-08-21,OPP-4f414a69
INV-87dfe835,199828.03,PC_HCBG_APAC,2023-08-05,OPP-5182fc6a
INV-3349eae0,199828.03,PC_HCBG_APAC,2023-08-16,OPP-5182fc6a
INV-145d3847,279128.61,PC_SIBG_EMEA,2023-06-20,OPP-0062693a
INV-b17f0f48,168291.64,PC_SIBG_EMEA,2023-06-12,OPP-c8a07df4
INV-ccdd7385,168291.64,PC_SIBG_EMEA,2023-06-23,OPP-c8a07df4
INV-32c60c7c,255904.44,PC_SIBG_EMEA,2023-06-27,OPP-f22c52f2
INV-84e9682f,269976.54,PC_SIBG_EMEA,2023-06-20,OPP-a776b1ab
INV-97148dec,238538.18,PC_HCBG_LATAM,2022-11-02,OPP-a8b59f56
INV-3a75aeb7,200710.31,PC_HCBG_LATAM,2022-11-08,OPP-58a180ea
INV-8d0a035d,292992.17,PC_SIBG_APAC,2023-11-26,OPP-aed92268
INV-cdb5bc64,121581.17,PC_SIBG_APAC,2023-12-27,OPP-894d34c9
INV-e9320933,121581.17,PC_SIBG_APAC,2024-01-10,OPP-894d34c9
INV-a9162bbd,130538.84,PC_SIBG_APAC,2023-12-10,OPP-23904040
INV-3cbbf477,146990.29,PC_TEBG_NA,2022-05-03,OPP-1a7e98f7
INV-903c0b19,146990.29,PC_TEBG_NA,2022-05-21,OPP-1a7e98f7
INV-35483cde,302738.55,PC_TEBG_NA,2022-04-24,OPP-8959fcb6
INV-5f0bd815,163049.98,PC_TEBG_NA,2022-04-18,OPP-3a46f479
INV-ba791448,121348.37,PC_TEBG_NA,2022-04-30,OPP-4496946b
INV-cc680660,121348.37,PC_TEBG_NA,2022-05-14,OPP-4496946b
INV-c22d0aff,232452.8,PC_TEBG_NA,2022-04-20,OPP-36daf565
INV-59dc20c4,281482.16,PC_TEBG_NA,2022-04-11,OPP-a5efd256
INV-1cd4ecc4,294919.77,PC_TEBG_NA,2022-04-17,OPP-af8e3a47
INV-b76cfcba,358628.34,PC_TEBG_NA,2022-05-03,OPP-822102a4
INV-e9eff35b,247351.93,PC_TEBG_NA,2022-04-24,OPP-1c65b270
INV-12d73016,265980.64,PC_TEBG_NA,2022-04-30,OPP-5b706265
INV-a275a002,342915.32,PC_TEBG_NA,2022-04-16,OPP-0d201423
INV-1cf2703c,391420.76,PC_TEBG_NA,2022-04-25,OPP-9e402ea5
INV-f8177c92,160732.51,PC_TEBG_NA,2022-04-24,OPP-a85a513f
INV-938585ab,160732.51,PC_TEBG_NA,2022-05-11,OPP-a85a513f
INV-5ea193c7,148347.7,PC_TEBG_NA,2022-04-22,OPP-7ddab0ba
INV-4168e388,148347.7,PC_TEBG_NA,2022-05-10,OPP-7ddab0ba
INV-f8544236,196022.51,PC_TEBG_NA,2022-05-03,OPP-36473025
INV-c1263ef9,354239.83,PC_TEBG_NA,2022-04-23,OPP-8cfd099a
INV-3f5ab937,118248.63,PC_SIBG_APAC,2022-12-22,OPP-84d0b556
INV-e5504ff0,118248.63,PC_SIBG_APAC,2023-01-05,OPP-84d0b556
INV-db4d86af,260923.06,PC_CBG_EMEA,2022-11-17,OPP-bc247acb
INV-28e71448,315026.06,PC_CBG_EMEA,2022-11-19,OPP-88bf1c6a
INV-52867d97,238955.38,PC_CBG_APAC,2020-12-23,OPP-669bcb41
INV-f7864929,174501.12,PC_HCBG_NA,2021-02-10,OPP-9d1b779d
INV-fa75f2c5,192031.29,PC_HCBG_NA,2021-02-14,OPP-53e5a913
INV-5febc3b4,176745.02,PC_HCBG_NA,2021-01-24,OPP-d48fcb4f
INV-faa13d3e,124015.93,PC_HCBG_EMEA,2021-06-15,OPP-0b0af24c
INV-b3ae5a0b,124015.93,PC_HCBG_EMEA,2021-06-26,OPP-0b0af24c
INV-feb85aee,205000.75,PC_HCBG_NA,2022-10-15,OPP-9ad79207
INV-c83e6d6f,460314.78,PC_HCBG_NA,2022-10-28,OPP-1fdcf0ad
INV-b32828a4,142408.27,PC_HCBG_NA,2022-10-24,OPP-83e71b17
INV-709a513c,142408.27,PC_HCBG_NA,2022-11-01,OPP-83e71b17
INV-7196a67d,483639.77,PC_HCBG_NA,2022-10-13,OPP-c0520965
INV-46e9e2bc,392446.0,PC_HCBG_NA,2022-10-17,OPP-027c2cb8
INV-f22e1e6c,119901.43,PC_HCBG_NA,2022-10-26,OPP-1ed30ffb
INV-5becf716,119901.43,PC_HCBG_NA,2022-11-10,OPP-1ed30ffb
INV-f1e31ebb,163553.23,PC_HCBG_NA,2022-10-31,OPP-ef9bf9c7
INV-da578ca7,163553.23,PC_HCBG_NA,2022-11-18,OPP-ef9bf9c7
INV-8adb2e17,178574.38,PC_HCBG_NA,2022-10-13,OPP-d3aedf22
INV-ba57465c,178574.38,PC_HCBG_NA,2022-10-24,OPP-d3aedf22
INV-95585fed,394335.77,PC_HCBG_NA,2022-10-31,OPP-83cddcb4
INV-c4155487,366271.47,PC_HCBG_NA,2022-10-05,OPP-7fa6dc74
INV-932f34c6,150827.85,PC_HCBG_NA,2022-11-03,OPP-2d6b09ba
INV-42fe8c0f,150827.85,PC_HCBG_NA,2022-11-18,OPP-2d6b09ba
INV-928128bd,194331.44,PC_HCBG_NA,2022-10-23,OPP-24ac0bc9
INV-54233395,397094.39,PC_HCBG_NA,2022-10-15,OPP-35ee19d2
INV-03b75c77,235851.96,PC_HCBG_NA,2022-10-22,OPP-d49a9c83
INV-4ee24222,230797.27,PC_TEBG_EMEA,2020-11-01,OPP-38faf8be
INV-ce6b790b,230797.27,PC_TEBG_EMEA,2020-11-16,OPP-38faf8be
INV-d9bda76d,300196.03,PC_TEBG_EMEA,2020-10-16,OPP-8b9a85bc
INV-436a65bb,178871.59,PC_TEBG_EMEA,2020-10-22,OPP-f2f03595
INV-ae458e9e,178871.59,PC_TEBG_EMEA,2020-11-01,OPP-f2f03595
INV-44e8434c,290972.91,PC_TEBG_EMEA,2020-10-18,OPP-57d2043d
INV-ee5c22c5,181754.42,PC_TEBG_EMEA,2020-11-11,OPP-5590babf
INV-89ef7eaf,181754.42,PC_TEBG_EMEA,2020-11-24,OPP-5590babf
INV-0240e6ab,134328.14,PC_TEBG_EMEA,2020-11-09,OPP-0be50937
INV-21146264,134328.14,PC_TEBG_EMEA,2020-11-17,OPP-0be50937
INV-fd03cbc9,282861.11,PC_TEBG_EMEA,2020-10-21,OPP-2197f7b7
INV-4242dee0,192289.74,PC_TEBG_EMEA,2020-11-03,OPP-cd6d047c
INV-4ac640a5,260337.24,PC_TEBG_EMEA,2020-10-30,OPP-580607e7
INV-d022e21a,206777.66,PC_TEBG_EMEA,2020-10-19,OPP-aab27fb6
INV-0737c70e,206103.4,PC_TEBG_EMEA,2023-10-10,OPP-4984fcee
INV-f09a55a7,206103.4,PC_TEBG_EMEA,2023-10-30,OPP-4984fcee
INV-a2b11851,226492.97,PC_TEBG_EMEA,2023-09-16,OPP-824923f6
INV-2eb914ca,228899.44,PC_TEBG_EMEA,2023-09-26,OPP-64e1e8d5
INV-384d549e,127079.31,PC_TEBG_EMEA,2023-09-16,OPP-9d1f08d1
INV-d41e6807,188462.6,PC_SIBG_EMEA,2021-01-01,OPP-909e188b
INV-0d1f436c,287907.26,PC_SIBG_EMEA,2020-12-25,OPP-b3f1f770
INV-22a51eef,175821.84,PC_HCBG_APAC,2023-07-14,OPP-12194557
INV-8935d8f3,175821.84,PC_HCBG_APAC,2023-08-01,OPP-12194557
INV-6be5ff3a,233271.21,PC_HCBG_APAC,2023-06-23,OPP-5155e005
INV-c9cbfe4e,163607.12,PC_HCBG_APAC,2023-06-09,OPP-9fff056b
INV-c02ec514,163607.12,PC_HCBG_APAC,2023-06-16,OPP-9fff056b
INV-444e31e6,120355.9,PC_HCBG_APAC,2023-07-04,OPP-5e80ca1b
INV-64fea822,120355.9,PC_HCBG_APAC,2023-07-17,OPP-5e80ca1b
INV-20df0dbd,95421.88,PC_HCBG_APAC,2023-06-28,OPP-99863519
INV-4c8b6c86,95421.88,PC_HCBG_APAC,2023-07-12,OPP-99863519
INV-c1ad7384,214832.47,PC_CBG_APAC,2022-06-09,OPP-ece78bb8
INV-d152f494,189580.16,PC_CBG_APAC,2022-06-08,OPP-42c701ca
INV-bb5cfa34,218509.5,PC_CBG_APAC,2022-05-24,OPP-37fcb261
INV-3756e87b,209345.21,PC_HCBG_LATAM,2020-12-02,OPP-9ae603b9
INV-a5a509a4,380198.23,PC_HCBG_LATAM,2020-12-10,OPP-c57cea70
INV-f5d9cb01,118738.52,PC_SIBG_EMEA,2020-10-07,OPP-13a2c16e
INV-34cb3b48,356798.77,PC_TEBG_EMEA,2020-10-04,OPP-f5c6bd2e
INV-e91b9824,267775.08,PC_TEBG_EMEA,2020-10-09,OPP-1a279621
INV-2b407680,391474.89,PC_TEBG_EMEA,2020-10-18,OPP-dd7ff4e1
INV-92b01c0f,352971.23,PC_TEBG_EMEA,2020-10-12,OPP-2f003de4
INV-c6761769,89435.98,PC_TEBG_EMEA,2020-10-16,OPP-b27855f3
INV-fa777975,89435.98,PC_TEBG_EMEA,2020-11-02,OPP-b27855f3
INV-96231847,272494.02,PC_TEBG_EMEA,2020-10-08,OPP-9000d3c9
INV-b06f2824,374289.2,PC_TEBG_EMEA,2020-10-12,OPP-274a95b2
INV-3441a080,294062.05,PC_TEBG_EMEA,2020-10-19,OPP-98c3eede
INV-f81b5057,148593.48,PC_TEBG_EMEA,2020-10-14,OPP-4203bb3f
INV-bc93f354,148593.48,PC_TEBG_EMEA,2020-10-23,OPP-4203bb3f
INV-6a06957b,218483.88,PC_TEBG_EMEA,2022-05-24,OPP-7ea27d22
INV-5b602c02,168522.91,PC_TEBG_EMEA,2022-05-25,OPP-6d3217de
INV-5224d6b1,128439.94,PC_TEBG_EMEA,2023-12-06,OPP-aef2d00b
INV-af3a8b53,272986.23,PC_SIBG_LATAM,2024-03-17,OPP-5d1375fa
INV-a68aacce,318955.1,PC_SIBG_LATAM,2024-03-22,OPP-9e0087f1
INV-8decccce,86532.2,PC_SIBG_LATAM,2024-04-01,OPP-c90fbfd6
INV-5ded3b36,86532.2,PC_SIBG_LATAM,2024-04-16,OPP-c90fbfd6
INV-47e9a6ab,376759.82,PC_SIBG_LATAM,2024-03-21,OPP-3f9d6ae6
INV-98b5e5cf,274991.33,PC_SIBG_LATAM,2024-03-21,OPP-2b32ae3b
INV-69878fd2,235178.67,PC_SIBG_LATAM,2024-04-09,OPP-5da052c7
INV-519f2ea4,173448.73,PC_SIBG_LATAM,2024-03-30,OPP-5133e308
INV-65416d77,173448.73,PC_SIBG_LATAM,2024-04-19,OPP-5133e308
INV-e2e853df,324685.51,PC_SIBG_LATAM,2024-04-03,OPP-3cdb2cf0
INV-09c81e53,302074.31,PC_SIBG_LATAM,2024-04-05,OPP-719d502f
INV-9c4df82d,116411.21,PC_SIBG_LATAM,2024-04-19,OPP-6d1c468e
INV-4e19aafc,116411.21,PC_SIBG_LATAM,2024-05-08,OPP-6d1c468e
INV-339cba05,283327.01,PC_SIBG_LATAM,2024-04-06,OPP-03557f4f
INV-abfddd19,190777.6,PC_SIBG_LATAM,2024-04-03,OPP-463371f5
INV-eabf6a5c,190777.6,PC_SIBG_LATAM,2024-04-10,OPP-463371f5
INV-7edfd21c,163494.92,PC_SIBG_LATAM,2024-04-11,OPP-4dbfba86
INV-d4e9c4a0,163494.92,PC_SIBG_LATAM,2024-04-18,OPP-4dbfba86
INV-61818f37,288925.45,PC_SIBG_LATAM,2024-03-22,OPP-47e0f9a8
INV-24539e21,248834.33,PC_SIBG_LATAM,2024-04-03,OPP-1064f897
INV-bffbf817,248834.33,PC_SIBG_LATAM,2024-04-22,OPP-1064f897
INV-47228619,192375.33,PC_SIBG_LATAM,2024-04-09,OPP-82d4d858
INV-d0a17137,192375.33,PC_SIBG_LATAM,2024-04-24,OPP-82d4d858
INV-87c481b5,247009.04,PC_TEBG_NA,2022-06-20,OPP-10c00b6f
INV-b5579b88,204975.9,PC_CBG_NA,2021-11-09,OPP-ec9e0dae
INV-fe67b4cf,200986.28,PC_CBG_NA,2021-11-17,OPP-9bd2ce6b
INV-81d74a9a,55051.99,PC_CBG_NA,2021-11-12,OPP-6d04d346
INV-c6ff3b31,55051.99,PC_CBG_NA,2021-12-02,OPP-6d04d346
INV-09de5aca,135700.02,PC_TEBG_EMEA,2023-10-21,OPP-fe7e68af
INV-237581ba,135700.02,PC_TEBG_EMEA,2023-11-02,OPP-fe7e68af
INV-e259fa22,231994.17,PC_TEBG_EMEA,2023-11-03,OPP-ae85f846
INV-d9a90835,64709.47,PC_TEBG_EMEA,2023-11-16,OPP-5784c2fd
INV-5aed11cf,64709.47,PC_TEBG_EMEA,2023-12-02,OPP-5784c2fd
INV-5e0fea59,232603.11,PC_TEBG_EMEA,2023-11-07,OPP-5f8d48ac
INV-f96d06be,161005.42,PC_TEBG_EMEA,2023-10-17,OPP-da81a6f3
INV-d4f244d0,319155.89,PC_TEBG_EMEA,2023-10-27,OPP-b9dca645
INV-03eb9ebe,145943.63,PC_TEBG_EMEA,2023-11-12,OPP-159e1a56
INV-2c18a6ba,145943.63,PC_TEBG_EMEA,2023-11-28,OPP-159e1a56
INV-0bdb6294,316629.33,PC_TEBG_EMEA,2023-11-01,OPP-c1a447e5
INV-80757eea,213663.86,PC_HCBG_APAC,2023-08-18,OPP-fcb1e583
INV-710e3c77,114993.8,PC_HCBG_APAC,2023-08-26,OPP-1a189d88
INV-ef2c9d94,114993.8,PC_HCBG_APAC,2023-09-11,OPP-1a189d88
INV-f4c7daa0,245528.76,PC_HCBG_APAC,2023-08-31,OPP-68b82a4a
INV-bc73e58b,327934.05,PC_HCBG_APAC,2023-08-18,OPP-906aa3a5
INV-d1b42e82,183938.4,PC_HCBG_APAC,2023-09-07,OPP-b1cc56af
INV-9cee14c9,231568.42,PC_HCBG_APAC,2023-08-19,OPP-16c20199
INV-29431172,176468.33,PC_HCBG_APAC,2023-08-28,OPP-82df0b2d
INV-e2e3a6fe,176468.33,PC_HCBG_APAC,2023-09-06,OPP-82df0b2d
INV-079cc753,297701.17,PC_HCBG_APAC,2023-08-24,OPP-52662af9
INV-4fbe528a,221803.64,PC_HCBG_APAC,2023-08-23,OPP-c4d4c863
INV-94910131,206486.3,PC_HCBG_APAC,2023-08-21,OPP-8974789e
INV-b9139fef,128384.4,PC_HCBG_APAC,2023-09-08,OPP-bf5c8bbc
INV-c8395365,128384.4,PC_HCBG_APAC,2023-09-21,OPP-bf5c8bbc
INV-67520a63,58932.9,PC_SIBG_EMEA,2021-09-27,OPP-b443bec6
INV-4a96223a,58932.9,PC_SIBG_EMEA,2021-10-10,OPP-b443bec6
INV-e25befbd,159465.44,PC_SIBG_EMEA,2021-09-12,OPP-4b85142b
INV-93d06aff,231608.43,PC_SIBG_NA,2024-05-10,OPP-dd431d3f
INV-9d8dce33,350671.26,PC_SIBG_NA,2024-05-01,OPP-7fa876b3
INV-130e77cf,225240.5,PC_CBG_NA,2024-09-08,OPP-07a250a4
INV-6a212d01,91622.2,PC_CBG_NA,2024-09-28,OPP-bb9a86d6
INV-615b9c96,91622.2,PC_CBG_NA,2024-10-17,OPP-bb9a86d6
INV-31baee4d,238208.41,PC_CBG_NA,2024-09-22,OPP-315316cf
INV-018b1b10,156205.65,PC_SIBG_APAC,2023-01-02,OPP-a85fdb39
INV-715a6b87,331605.77,PC_SIBG_APAC,2023-01-01,OPP-b702f553
INV-682e80b5,237797.57,PC_HCBG_EMEA,2024-09-08,OPP-41958031
INV-64fececf,110479.02,PC_HCBG_EMEA,2024-09-08,OPP-25d72faa
INV-d0af6406,110479.02,PC_HCBG_EMEA,2024-09-18,OPP-25d72faa
INV-dabee70b,65577.71,PC_CBG_APAC,2020-11-22,OPP-811f5131
INV-00575e8e,65577.71,PC_CBG_APAC,2020-12-12,OPP-811f5131
INV-d54d7670,72275.26,PC_HCBG_EMEA,2020-12-31,OPP-a29a2387
INV-56b102ae,72275.26,PC_HCBG_EMEA,2021-01-11,OPP-a29a2387
INV-e72f7008,291358.65,PC_TEBG_EMEA,2023-10-05,OPP-f4ca11cd
INV-1bbe8eaf,349111.26,PC_TEBG_EMEA,2023-10-06,OPP-8a94c305
INV-65d26972,168259.61,PC_TEBG_EMEA,2023-10-20,OPP-0f7ad640
INV-30fe5724,168259.61,PC_TEBG_EMEA,2023-10-31,OPP-0f7ad640
INV-ab323aff,198635.05,PC_TEBG_EMEA,2023-10-07,OPP-54c63a92
INV-a97829a9,272529.13,PC_TEBG_EMEA,2023-10-03,OPP-9e0963f9
INV-054c613f,346159.88,PC_TEBG_EMEA,2023-09-30,OPP-48808d7d
INV-eda30c97,257445.04,PC_TEBG_EMEA,2023-10-16,OPP-61fc0cdc
INV-aee6f95b,152272.85,PC_SIBG_LATAM,2020-11-15,OPP-de13a611
INV-16fda82e,152272.85,PC_SIBG_LATAM,2020-11-28,OPP-de13a611
INV-93980707,290143.62,PC_SIBG_LATAM,2020-11-21,OPP-61407aeb
INV-2ee3e50c,226779.17,PC_SIBG_LATAM,2020-11-06,OPP-559c74fe
INV-53a1a9a8,114261.53,PC_SIBG_LATAM,2020-11-11,OPP-a1f9501c
INV-af07f432,114261.53,PC_SIBG_LATAM,2020-11-30,OPP-a1f9501c
INV-b6219682,204001.6,PC_SIBG_LATAM,2020-10-28,OPP-a2bbc375
INV-d03d8880,136966.58,PC_SIBG_LATAM,2020-11-19,OPP-e01355d4
INV-1ae413bc,136966.58,PC_SIBG_LATAM,2020-11-27,OPP-e01355d4
INV-a0473863,144454.65,PC_SIBG_LATAM,2020-10-29,OPP-2859b98f
INV-2ce65a12,243290.84,PC_SIBG_LATAM,2020-11-02,OPP-6cf5ed20
INV-f462c5ee,228268.41,PC_SIBG_LATAM,2020-11-13,OPP-bf1d767a
INV-507c2d67,241924.63,PC_SIBG_LATAM,2020-10-31,OPP-e551bf52
INV-740f931e,187457.4,PC_SIBG_LATAM,2020-11-09,OPP-07a60d80
INV-c074b12f,145637.45,PC_TEBG_APAC,2021-01-30,OPP-4d9d045e
INV-e15bbbed,145637.45,PC_TEBG_APAC,2021-02-12,OPP-4d9d045e
INV-58d7366d,412345.05,PC_TEBG_APAC,2021-01-19,OPP-63e0d117
INV-c824f347,363504.06,PC_TEBG_APAC,2021-01-20,OPP-4b12c617
INV-92ee5e52,399393.45,PC_TEBG_APAC,2021-01-10,OPP-05e70553
INV-e0e2bccb,455062.45,PC_TEBG_APAC,2021-01-20,OPP-b53eb06f
INV-77bb3855,339739.49,PC_TEBG_APAC,2021-01-27,OPP-2fe0f6a1
INV-6ce0befa,225217.15,PC_TEBG_APAC,2021-01-26,OPP-e42bf894
INV-8115f88e,119848.24,PC_TEBG_APAC,2021-01-23,OPP-9becc3a7
INV-2c01e389,119848.24,PC_TEBG_APAC,2021-01-30,OPP-9becc3a7
INV-3185dc2b,154717.45,PC_SIBG_APAC,2020-10-13,OPP-9f71348e
INV-ff7a99f4,154717.45,PC_SIBG_APAC,2020-10-31,OPP-9f71348e
INV-eac67124,257809.16,PC_SIBG_APAC,2020-09-28,OPP-3ed17f30
INV-cddaa349,368117.12,PC_SIBG_APAC,2020-10-04,OPP-11679cd1
INV-75aa459d,198581.5,PC_SIBG_APAC,2020-10-07,OPP-3339dfb8
INV-bf9abe38,300988.68,PC_SIBG_APAC,2020-10-04,OPP-df8f2b69
INV-2ac43409,402050.37,PC_SIBG_APAC,2020-09-23,OPP-e1ea3443
INV-7aeea498,71592.01,PC_HCBG_EMEA,2021-01-15,OPP-636ce195
INV-ffd5237c,71592.01,PC_HCBG_EMEA,2021-01-27,OPP-636ce195
INV-2687e207,179619.63,PC_HCBG_APAC,2023-07-11,OPP-7d44d49e
INV-708db6c6,124912.99,PC_HCBG_APAC,2023-07-23,OPP-c0d1d3ae
INV-f497af3c,124912.99,PC_HCBG_APAC,2023-08-13,OPP-c0d1d3ae
INV-e944ba7d,342530.62,PC_HCBG_APAC,2023-07-29,OPP-c611858d
INV-8bde6a61,215932.37,PC_HCBG_APAC,2023-07-22,OPP-5030b8ec
INV-5558342c,146390.62,PC_HCBG_APAC,2023-07-26,OPP-58de333e
INV-0b3b0cc5,146390.62,PC_HCBG_APAC,2023-08-06,OPP-58de333e
INV-e8baa2e0,325303.37,PC_HCBG_APAC,2023-07-26,OPP-ce7d30e3
INV-c89dca1b,181782.2,PC_HCBG_APAC,2023-07-20,OPP-df79e479
INV-e9b97aa3,181782.2,PC_HCBG_APAC,2023-07-31,OPP-df79e479
INV-0df1e80a,388879.33,PC_HCBG_APAC,2023-07-21,OPP-a5ec8951
INV-37a7be4a,148163.36,PC_HCBG_APAC,2023-07-19,OPP-7b40f189
INV-20e36daf,148163.36,PC_HCBG_APAC,2023-08-02,OPP-7b40f189
INV-ea91dc1d,79802.66,PC_HCBG_APAC,2023-08-09,OPP-26f4c8ac
INV-db115e6d,79802.66,PC_HCBG_APAC,2023-08-27,OPP-26f4c8ac
INV-d7494956,252138.82,PC_TEBG_EMEA,2022-06-29,OPP-1133a266
INV-57b1ce36,111428.49,PC_HCBG_LATAM,2022-04-25,OPP-d4eff59d
INV-c37a51d6,111428.49,PC_HCBG_LATAM,2022-05-13,OPP-d4eff59d
INV-57342b63,249443.14,PC_HCBG_LATAM,2022-04-09,OPP-ce91b996
INV-5a4a6d2a,222314.59,PC_HCBG_LATAM,2022-04-04,OPP-d2cbe0f6
INV-65dd66d4,183633.5,PC_TEBG_NA,2022-04-20,OPP-7473c3fa
INV-2064d680,183633.5,PC_TEBG_NA,2022-05-09,OPP-7473c3fa
INV-25ed9d70,127940.48,PC_TEBG_NA,2022-04-20,OPP-1859c275
INV-05fa8e64,127940.48,PC_TEBG_NA,2022-05-04,OPP-1859c275
INV-b22b5aff,313313.1,PC_TEBG_NA,2022-04-19,OPP-93ce40d5
INV-52980746,189019.75,PC_TEBG_NA,2022-04-17,OPP-cd227601
INV-073c2d8a,189019.75,PC_TEBG_NA,2022-04-30,OPP-cd227601
INV-2da924f3,110159.96,PC_CBG_NA,2022-11-17,OPP-ef6e14c7
INV-d3101405,110159.96,PC_CBG_NA,2022-12-01,OPP-ef6e14c7
INV-2ee8e028,258905.34,PC_CBG_NA,2022-11-04,OPP-c75901b9
INV-0bab11c7,128341.52,PC_CBG_APAC,2020-12-07,OPP-dfcd4047
INV-a2fd8922,99536.84,PC_CBG_NA,2022-03-02,OPP-b65043b0
INV-80217ac1,99536.84,PC_CBG_NA,2022-03-22,OPP-b65043b0
