OPPORTUNITY_ID,ACCOUNT_NAME,LEAD_SOURCE_CAMPAIGN,STAGE,AMOUNT_USD,CREATED_DATE,CLOSE_DATE,BUSINESS_GROUP,REGION
OPP-2c09d7d9,Schultz and Sons,CMP-195,Closed Won,221780.68,2022-03-19,2022-04-12,TEBG,NA
OPP-93849550,"Davenport, Warren and Randall",CMP-195,Closed Won,239109.14,2022-03-15,2022-04-05,TEBG,NA
OPP-5065239e,"Floyd, Smith and Hale",CMP-195,Closed Won,271218.3,2022-03-22,2022-04-17,TEBG,NA
OPP-f84763a5,Stanley Inc,CMP-195,Closed Won,276255.74,2022-03-18,2022-04-07,TEBG,NA
OPP-f2b50fa9,"Green, Norman and Barnes",CMP-195,Closed Lost,295416.36,2022-03-19,2022-04-08,TEBG,NA
OPP-1231b8b8,Greer-Estrada,CMP-195,Closed Won,275286.07,2022-03-14,2022-04-01,TEBG,NA
OPP-76f3eab6,"Dominguez, Myers and Phillips",CMP-182,Closed Lost,366914.5,2022-07-12,2022-07-29,CBG,LATAM
OPP-d67bb24d,Ray Inc,CMP-182,Closed Won,342898.53,2022-07-20,2022-08-16,CBG,LATAM
OPP-bd1419af,Wood-Delgado,CMP-182,Closed Won,284994.08,2022-07-21,2022-08-08,CBG,LATAM
OPP-d1b9902d,"Shah, Walton and Ross",CMP-182,Closed Won,234074.35,2022-07-16,2022-07-31,CBG,LATAM
OPP-b8362d73,Cruz-Callahan,CMP-182,Closed Lost,183191.88,2022-07-19,2022-08-14,CBG,LATAM
OPP-0bff9a36,"Gomez, Smith and Lambert",CMP-182,Closed Won,299588.15,2022-07-19,2022-08-06,CBG,LATAM
OPP-a408e3e3,Willis LLC,CMP-182,Closed Lost,427303.59,2022-07-12,2022-08-07,CBG,LATAM
OPP-ed33ec9e,Jones LLC,CMP-182,Closed Won,267874.64,2022-07-13,2022-08-07,CBG,LATAM
OPP-9f8a5e11,"Stone, Moreno and Watkins",CMP-182,Closed Won,283365.25,2022-07-17,2022-08-06,CBG,LATAM
OPP-24c265e9,Ward-Yang,CMP-182,Closed Won,409014.1,2022-07-17,2022-08-06,CBG,LATAM
OPP-6e5e3069,Mcdaniel PLC,CMP-182,Closed Lost,273287.54,2022-07-19,2022-08-13,CBG,LATAM
OPP-6a06007d,"Jackson, Serrano and Mcdonald",CMP-182,Negotiation,277764.09,2022-07-14,,CBG,LATAM
OPP-86b42911,Glover-Hill,CMP-182,Closed Won,308472.5,2022-07-15,2022-08-07,CBG,LATAM
OPP-7a9ca4e5,Torres Group,CMP-182,Closed Won,309896.5,2022-07-11,2022-08-03,CBG,LATAM
OPP-3ee9bb38,Mcbride Inc,CMP-182,Closed Won,270440.77,2022-07-16,2022-08-05,CBG,LATAM
OPP-31a8b75a,Stephens and Sons,CMP-182,Closed Won,254195.3,2022-07-13,2022-08-05,CBG,LATAM
OPP-e5d349ef,Allen Inc,CMP-182,Closed Won,279644.92,2022-07-15,2022-08-03,CBG,LATAM
OPP-ebf9c85b,Owen PLC,CMP-182,Closed Won,214976.79,2022-07-20,2022-08-16,CBG,LATAM
OPP-66861921,King-Schmidt,CMP-182,Closed Won,339238.1,2022-07-11,2022-08-01,CBG,LATAM
OPP-51dd453a,Anderson-Roberts,CMP-240,Negotiation,271253.02,2022-11-17,,CBG,EMEA
OPP-1ab627e3,Jones-Lee,CMP-240,Closed Lost,205097.73,2022-11-23,2022-12-22,CBG,EMEA
OPP-40c16f6f,Gibson-Mckay,CMP-240,Closed Won,328803.57,2022-11-24,2022-12-28,CBG,EMEA
OPP-effd5610,Rosario-Hobbs,CMP-240,Closed Lost,239661.31,2022-11-19,2022-12-29,CBG,EMEA
OPP-74ce8ac1,"Schaefer, Douglas and Murphy",CMP-240,Negotiation,194519.85,2022-11-28,,CBG,EMEA
OPP-6c994926,"Reynolds, Mcdowell and Sandoval",CMP-227,Closed Won,115551.27,2024-09-20,2024-11-05,CBG,LATAM
OPP-8ae86e8b,"Shaffer, Kelly and Mcclure",CMP-138,Closed Won,288229.61,2022-12-17,2023-01-07,SIBG,APAC
OPP-401605b6,Marshall PLC,CMP-138,Negotiation,238726.78,2022-12-12,,SIBG,APAC
OPP-f1ce1427,"Hughes, Williams and Martinez",CMP-138,Negotiation,201037.55,2022-12-23,,SIBG,APAC
OPP-fe416ff2,Hampton Ltd,CMP-138,Closed Lost,166350.99,2022-12-17,2023-01-12,SIBG,APAC
OPP-dc5797c9,Villa-Parker,CMP-138,Closed Won,106149.87,2022-12-16,2023-01-13,SIBG,APAC
OPP-f2f03734,Vargas Group,CMP-138,Closed Won,276110.15,2022-12-12,2023-01-08,SIBG,APAC
OPP-ef9473e1,"Campbell, Reynolds and Heath",CMP-138,Closed Won,216362.12,2022-12-21,2023-01-22,SIBG,APAC
OPP-f7526f08,"Ellis, Hamilton and Cunningham",CMP-228,Negotiation,216168.91,2020-09-24,,SIBG,LATAM
OPP-fc92089c,Davis Inc,CMP-228,Negotiation,208361.87,2020-09-24,,SIBG,LATAM
OPP-ee38649d,Li-Lawson,CMP-228,Closed Won,325521.19,2020-09-19,2020-10-13,SIBG,LATAM
OPP-ff2ecfcd,"Edwards, Cortez and Lowe",CMP-228,Closed Won,337778.12,2020-09-30,2020-10-14,SIBG,LATAM
OPP-30186d14,"Friedman, Gibson and Garcia",CMP-228,Closed Won,226152.84,2020-09-30,2020-10-24,SIBG,LATAM
OPP-dc46cf1d,Walsh-Armstrong,CMP-228,Closed Won,252419.1,2020-09-22,2020-10-20,SIBG,LATAM
OPP-5a126037,"Hogan, Jackson and Torres",CMP-228,Closed Won,349963.79,2020-09-28,2020-10-22,SIBG,LATAM
OPP-6ac54227,"White, Johnson and Myers",CMP-228,Negotiation,149823.48,2020-09-22,,SIBG,LATAM
OPP-a1d5df33,Guzman Ltd,CMP-228,Negotiation,197815.33,2020-09-20,,SIBG,LATAM
OPP-27d9429a,Lopez-Anderson,CMP-223,Closed Won,184764.15,2023-11-06,2023-12-09,TEBG,APAC
OPP-ac70d3f6,"Davis, Hill and Young",CMP-223,Closed Lost,245916.21,2023-11-05,2023-12-05,TEBG,APAC
OPP-5038f779,"Sherman, Massey and Jones",CMP-223,Closed Won,216468.69,2023-11-05,2023-11-22,TEBG,APAC
OPP-0fb09708,Henson PLC,CMP-223,Closed Won,265777.47,2023-11-10,2023-12-02,TEBG,APAC
OPP-f2b47627,Williams-Ramirez,CMP-223,Closed Lost,241185.8,2023-11-13,2023-12-16,TEBG,APAC
OPP-bee19831,"Lewis, Camacho and David",CMP-223,Closed Won,211064.92,2023-11-12,2023-11-28,TEBG,APAC
OPP-9591e4de,"Bentley, Cunningham and Moody",CMP-223,Closed Won,274284.76,2023-11-11,2023-12-15,TEBG,APAC
OPP-45139034,Turner and Sons,CMP-223,Closed Won,293508.94,2023-11-08,2023-12-13,TEBG,APAC
OPP-9ea6ffda,Mcdonald Inc,CMP-223,Closed Won,239080.98,2023-11-08,2023-12-02,TEBG,APAC
OPP-3c50e9ab,"Murphy, Norris and Mcmillan",CMP-223,Closed Won,275968.36,2023-11-07,2023-11-27,TEBG,APAC
OPP-7d2cb094,Soto-Walker,CMP-223,Negotiation,134817.91,2023-11-05,,TEBG,APAC
OPP-41db7842,Sanders-Kim,CMP-190,Closed Lost,235605.82,2024-05-24,2024-06-29,CBG,NA
OPP-f26f7bda,Morgan LLC,CMP-190,Closed Lost,259224.51,2024-05-19,2024-06-10,CBG,NA
OPP-49c0f523,Pace-White,CMP-190,Closed Won,290448.83,2024-05-16,2024-06-19,CBG,NA
OPP-1b129d36,Vance-Wright,CMP-190,Closed Won,254191.74,2024-05-13,2024-06-06,CBG,NA
OPP-93bcdfee,"Berg, Lawson and White",CMP-190,Closed Won,232976.31,2024-05-19,2024-06-14,CBG,NA
OPP-238ac003,Reed Ltd,CMP-121,Closed Lost,252190.04,2022-03-27,2022-04-15,SIBG,APAC
OPP-4132ed9d,Fields PLC,CMP-121,Closed Lost,444907.02,2022-03-27,2022-04-16,SIBG,APAC
OPP-78f9053d,"Bond, Ryan and Austin",CMP-121,Closed Won,284148.42,2022-03-21,2022-04-13,SIBG,APAC
OPP-2e51cb19,Burnett-Kennedy,CMP-121,Closed Won,390462.5,2022-03-18,2022-04-05,SIBG,APAC
OPP-d50d4252,"Jones, Anderson and Hancock",CMP-121,Closed Won,253534.77,2022-03-18,2022-04-11,SIBG,APAC
OPP-732e1a51,Barker Inc,CMP-121,Closed Won,192451.45,2022-03-27,2022-04-10,SIBG,APAC
OPP-58bd3a81,"Sanchez, Terry and Cox",CMP-121,Negotiation,253353.74,2022-03-25,,SIBG,APAC
OPP-1668a2f3,Pham-Miller,CMP-121,Closed Won,209449.75,2022-03-20,2022-04-16,SIBG,APAC
OPP-f0bedf9a,"Lopez, Thompson and Whitaker",CMP-121,Closed Won,293922.2,2022-03-24,2022-04-07,SIBG,APAC
OPP-a748258a,"Chambers, George and Williams",CMP-121,Negotiation,247777.63,2022-03-26,,SIBG,APAC
OPP-405da416,Long and Sons,CMP-121,Closed Won,224091.73,2022-03-26,2022-04-09,SIBG,APAC
OPP-40403ae4,Colon Ltd,CMP-121,Closed Won,412794.35,2022-03-23,2022-04-16,SIBG,APAC
OPP-cb5ca041,Chapman-King,CMP-121,Closed Lost,276738.53,2022-03-18,2022-04-02,SIBG,APAC
OPP-fb07407f,"Smith, Brown and Soto",CMP-121,Closed Won,316003.91,2022-03-25,2022-04-09,SIBG,APAC
OPP-f527ed6a,Sanders-Mason,CMP-121,Closed Won,308785.05,2022-03-24,2022-04-18,SIBG,APAC
OPP-82346b44,Boone PLC,CMP-121,Negotiation,312126.78,2022-03-22,,SIBG,APAC
OPP-722f811b,"Flores, Olson and Brown",CMP-121,Negotiation,391075.05,2022-03-23,,SIBG,APAC
OPP-8a581d55,Robinson-Smith,CMP-125,Closed Won,336163.03,2022-08-20,2022-09-29,TEBG,LATAM
OPP-0f5bf7f2,"Henderson, Walters and Taylor",CMP-176,Closed Won,114456.44,2021-08-20,2021-10-04,CBG,LATAM
OPP-6c93b0bf,"Bernard, Frederick and Dyer",CMP-176,Negotiation,224415.07,2021-08-28,,CBG,LATAM
OPP-8d30fe8b,Martinez-Martin,CMP-159,Closed Lost,252564.72,2022-06-17,2022-07-02,TEBG,NA
OPP-7667c8e1,"Johnson, Roberts and Lara",CMP-159,Closed Won,349076.48,2022-06-14,2022-07-07,TEBG,NA
OPP-2f0e346b,"Mitchell, Gray and Wong",CMP-159,Closed Won,325637.51,2022-06-19,2022-07-17,TEBG,NA
OPP-69c18577,"Mitchell, Short and Brown",CMP-158,Closed Lost,189127.62,2022-04-26,2022-06-06,TEBG,EMEA
OPP-bc1eede2,Cook Group,CMP-237,Negotiation,139065.0,2023-10-11,,SIBG,APAC
OPP-5046ebbc,Roth PLC,CMP-237,Closed Won,220820.38,2023-10-19,2023-11-05,SIBG,APAC
OPP-baa58cc0,Foster-Craig,CMP-237,Closed Won,137541.05,2023-11-14,2023-12-05,SIBG,APAC
OPP-90fa55ce,Gentry-Ortiz,CMP-237,Closed Won,207851.9,2023-11-14,2023-11-28,SIBG,APAC
OPP-0ab1c494,"Dorsey, Hull and Perez",CMP-237,Closed Won,181232.51,2023-11-16,2023-12-03,SIBG,APAC
OPP-50953525,White Group,CMP-197,Closed Won,278090.38,2022-01-14,2022-02-10,CBG,LATAM
OPP-419c07f3,"Taylor, Smith and Moore",CMP-191,Closed Won,216422.78,2020-03-08,2020-03-24,HCBG,NA
OPP-53792c28,Oconnor LLC,CMP-191,Closed Won,323946.41,2020-03-06,2020-03-23,HCBG,NA
OPP-967ee00f,"Richardson, Le and Chavez",CMP-191,Closed Won,200625.48,2020-03-16,2020-04-13,HCBG,NA
OPP-6580f2b8,Williams-Jones,CMP-191,Negotiation,442398.14,2020-03-10,,HCBG,NA
OPP-4e90030f,Brown PLC,CMP-191,Closed Won,317273.79,2020-03-13,2020-03-27,HCBG,NA
OPP-8b8d32f0,Walker Group,CMP-191,Closed Won,330750.7,2020-03-16,2020-04-12,HCBG,NA
OPP-8f3fa283,Martinez PLC,CMP-191,Closed Won,337944.97,2020-03-05,2020-03-23,HCBG,NA
OPP-a36c7e7d,Collins Ltd,CMP-191,Closed Won,315005.3,2020-03-05,2020-03-20,HCBG,NA
OPP-2a8bcb41,"Little, Johnson and Moran",CMP-191,Closed Lost,306740.69,2020-03-05,2020-03-23,HCBG,NA
OPP-ef6ef404,Bradley-Hurst,CMP-191,Closed Won,210388.47,2020-03-06,2020-03-24,HCBG,NA
OPP-75fb4469,Rhodes-Contreras,CMP-191,Closed Won,209267.4,2020-03-10,2020-04-04,HCBG,NA
OPP-9a7c2e76,Morse Group,CMP-191,Closed Won,342182.42,2020-03-14,2020-04-09,HCBG,NA
OPP-a8c35a5f,"Carter, Porter and Ellis",CMP-191,Closed Won,261221.02,2020-03-11,2020-03-29,HCBG,NA
OPP-f36d22ad,Wagner-Collins,CMP-191,Closed Won,338354.76,2020-03-16,2020-04-01,HCBG,NA
OPP-6462c289,Lawson-Watts,CMP-191,Closed Won,430200.15,2020-03-07,2020-03-30,HCBG,NA
OPP-af2d3a25,Frazier PLC,CMP-191,Closed Won,530889.86,2020-03-12,2020-03-27,HCBG,NA
OPP-849e4d5d,Wagner-Koch,CMP-191,Closed Lost,312291.55,2020-03-07,2020-03-26,HCBG,NA
OPP-ba911958,Moreno LLC,CMP-191,Closed Won,405448.07,2020-03-07,2020-04-02,HCBG,NA
OPP-c9815489,"Simmons, Duncan and Sparks",CMP-191,Closed Won,453900.29,2020-03-14,2020-04-11,HCBG,NA
OPP-c033322d,Clark and Sons,CMP-191,Closed Won,418974.0,2020-03-11,2020-04-04,HCBG,NA
OPP-d08ac854,Freeman Ltd,CMP-191,Closed Won,234398.02,2020-03-12,2020-04-05,HCBG,NA
OPP-d3f1d4e1,Weeks-Wilkins,CMP-180,Negotiation,99307.53,2022-04-30,,CBG,LATAM
OPP-793c5151,Luna LLC,CMP-203,Closed Won,218084.76,2022-02-09,2022-03-09,HCBG,LATAM
OPP-c7ecd24e,"Frazier, King and King",CMP-203,Closed Won,201199.21,2022-02-10,2022-03-18,HCBG,LATAM
OPP-6a8b44f5,Garcia-Gomez,CMP-221,Closed Won,340725.94,2024-01-17,2024-02-22,TEBG,LATAM
OPP-997886b2,"Manning, Miller and Williams",CMP-221,Negotiation,237790.56,2024-01-11,,TEBG,LATAM
OPP-6556cadf,Shaw PLC,CMP-221,Closed Lost,213152.6,2024-01-19,2024-02-24,TEBG,LATAM
OPP-bf079afb,"Dominguez, Sosa and Bender",CMP-190,Closed Lost,216919.31,2024-05-05,2024-05-28,CBG,NA
OPP-45973fea,Munoz-Mercer,CMP-190,Closed Won,304116.75,2024-05-06,2024-06-05,CBG,NA
OPP-3eed5faf,"Mcconnell, Malone and Lowe",CMP-245,Closed Lost,155074.57,2021-10-05,2021-10-28,CBG,NA
OPP-8527fdbe,Howell-Nguyen,CMP-245,Closed Won,155233.3,2021-09-29,2021-11-06,CBG,NA
OPP-aacefec5,Nelson-Horn,CMP-245,Negotiation,217955.41,2021-10-07,,CBG,NA
OPP-b205f264,"Young, Garcia and Wright",CMP-170,Negotiation,184998.56,2023-08-16,,HCBG,NA
OPP-944d2520,"Lee, Harrison and Richards",CMP-112,Closed Lost,145843.16,2023-10-01,2023-10-31,TEBG,EMEA
OPP-d523e33f,Snyder Group,CMP-112,Closed Lost,122316.23,2023-09-27,2023-11-09,TEBG,EMEA
OPP-3f696a97,"Booker, Arnold and Smith",CMP-161,Closed Won,180572.89,2022-07-27,2022-08-23,SIBG,LATAM
OPP-2862763d,Arias Inc,CMP-161,Closed Won,254902.27,2022-07-27,2022-09-07,SIBG,LATAM
OPP-18865cd0,"Duran, White and Smith",CMP-170,Closed Lost,165719.02,2023-09-16,2023-11-04,HCBG,NA
OPP-1972aec9,Hernandez-Jones,CMP-170,Negotiation,161015.87,2023-09-22,,HCBG,NA
OPP-d372c755,Walsh-Jennings,CMP-170,Closed Lost,123542.0,2023-09-25,2023-11-02,HCBG,NA
OPP-c49d2d2f,Wheeler and Sons,CMP-216,Negotiation,166892.54,2023-06-04,,SIBG,EMEA
OPP-0ba5fd60,Sanchez PLC,CMP-216,Closed Won,287047.17,2023-06-08,2023-07-08,SIBG,EMEA
OPP-7be14c6e,Johnson Inc,CMP-167,Negotiation,210339.66,2023-11-12,,HCBG,LATAM
OPP-9ab9a4d4,Merritt and Sons,CMP-167,Closed Won,260183.28,2023-11-08,2023-12-06,HCBG,LATAM
OPP-74dd2666,Reid-Ross,CMP-167,Closed Won,321850.67,2023-11-14,2023-12-02,HCBG,LATAM
OPP-03848bb1,Lyons Ltd,CMP-167,Closed Won,218264.86,2023-11-12,2023-11-29,HCBG,LATAM
OPP-a38bf3b8,"Miller, Ford and Melton",CMP-167,Closed Won,204442.17,2023-11-06,2023-11-27,HCBG,LATAM
OPP-366aaee8,Crosby LLC,CMP-167,Closed Won,309792.54,2023-11-09,2023-12-05,HCBG,LATAM
OPP-fdbe7b27,Mueller PLC,CMP-167,Closed Lost,273959.16,2023-11-11,2023-12-14,HCBG,LATAM
OPP-1d1d931c,Gentry-Edwards,CMP-167,Closed Lost,310954.92,2023-11-12,2023-12-02,HCBG,LATAM
OPP-6f73f619,"Wilson, Marshall and Sims",CMP-167,Negotiation,241272.94,2023-11-10,,HCBG,LATAM
OPP-8d6d55bf,Smith-Webb,CMP-103,Closed Won,232067.58,2021-05-31,2021-06-22,SIBG,EMEA
OPP-e7f70fa9,Anthony Inc,CMP-103,Closed Won,289868.76,2021-06-05,2021-06-24,SIBG,EMEA
OPP-a8234f22,"Ball, Smith and Kane",CMP-103,Closed Won,246948.68,2021-06-09,2021-07-02,SIBG,EMEA
OPP-4874cca6,"Reeves, May and White",CMP-103,Closed Lost,225448.03,2021-06-08,2021-07-12,SIBG,EMEA
OPP-61647c5c,"Maldonado, Johnson and Callahan",CMP-103,Closed Won,244323.91,2021-05-31,2021-06-18,SIBG,EMEA
OPP-2d8e0785,Wolfe-Payne,CMP-103,Closed Won,273692.19,2021-06-06,2021-06-23,SIBG,EMEA
OPP-c10eb5e7,Lopez-Hayes,CMP-103,Negotiation,196919.61,2021-06-10,,SIBG,EMEA
OPP-a7d18255,Henson Inc,CMP-103,Closed Won,380881.8,2021-06-02,2021-06-16,SIBG,EMEA
OPP-6fc87d00,Elliott-Swanson,CMP-248,Closed Won,183832.75,2022-05-11,2022-05-30,TEBG,APAC
OPP-e7c573cc,"Lewis, Zamora and Snyder",CMP-248,Closed Lost,245441.79,2022-05-08,2022-05-22,TEBG,APAC
OPP-c1e8c0fe,Morales PLC,CMP-248,Closed Won,190000.18,2022-05-11,2022-06-15,TEBG,APAC
OPP-6ed981b5,Norton-Harmon,CMP-248,Closed Won,239557.2,2022-05-12,2022-06-09,TEBG,APAC
OPP-f3fd6005,"Smith, Flores and Cook",CMP-248,Closed Won,267017.28,2022-05-09,2022-05-31,TEBG,APAC
OPP-41afda69,Reynolds and Sons,CMP-248,Negotiation,270151.53,2022-05-05,,TEBG,APAC
OPP-2bce4a13,Mendez LLC,CMP-248,Closed Won,233200.33,2022-05-05,2022-05-30,TEBG,APAC
OPP-ce924b09,Clark-Vincent,CMP-248,Closed Won,200394.56,2022-05-10,2022-05-30,TEBG,APAC
OPP-030d8eee,Conner-Jones,CMP-248,Closed Won,353914.44,2022-05-06,2022-06-01,TEBG,APAC
OPP-1302b244,Ortega Inc,CMP-248,Closed Won,361835.33,2022-05-12,2022-06-08,TEBG,APAC
OPP-51d9c0f4,Rose PLC,CMP-248,Closed Won,154849.4,2022-05-12,2022-06-05,TEBG,APAC
OPP-4a8cf63a,Hickman-Griffin,CMP-222,Closed Won,210299.91,2022-07-14,2022-08-18,TEBG,LATAM
OPP-8113c043,Graham-Bishop,CMP-222,Closed Won,181502.75,2022-07-18,2022-08-19,TEBG,LATAM
OPP-8f234f24,"Barber, Ferrell and Santos",CMP-152,Closed Won,268150.76,2024-08-02,2024-08-24,HCBG,LATAM
OPP-4b4b254e,Morgan PLC,CMP-152,Closed Lost,192649.13,2024-08-11,2024-09-13,HCBG,LATAM
OPP-b7c76342,Miller and Sons,CMP-152,Closed Won,269078.35,2024-08-12,2024-09-15,HCBG,LATAM
OPP-a4285cc0,"Holden, Sanchez and Hardy",CMP-152,Negotiation,190706.17,2024-08-04,,HCBG,LATAM
OPP-069abef6,Bradford PLC,CMP-152,Closed Lost,234158.5,2024-08-04,2024-09-06,HCBG,LATAM
OPP-02c92c8c,Rodriguez-Walton,CMP-152,Negotiation,167395.6,2024-08-03,,HCBG,LATAM
OPP-41703df3,Simmons and Sons,CMP-152,Closed Won,235978.54,2024-08-05,2024-09-11,HCBG,LATAM
OPP-07f1d9bf,Blackwell PLC,CMP-179,Closed Won,243434.7,2022-01-06,2022-02-11,CBG,EMEA
OPP-2dc3e172,Williams-Edwards,CMP-179,Closed Won,177398.18,2022-01-05,2022-02-08,CBG,EMEA
OPP-a35661d2,"Decker, Foley and Wells",CMP-179,Closed Won,308349.42,2021-12-29,2022-02-09,CBG,EMEA
OPP-75fcc658,Barnett LLC,CMP-179,Closed Won,197454.86,2021-12-28,2022-02-07,CBG,EMEA
OPP-cfdf03bf,Knight-Gaines,CMP-179,Closed Won,246890.33,2021-12-31,2022-01-24,CBG,EMEA
OPP-31fb6b84,"Sandoval, Martin and Moses",CMP-179,Closed Lost,309856.34,2021-12-31,2022-01-24,CBG,EMEA
OPP-0e56b3ec,Rodgers-Munoz,CMP-130,Closed Won,219515.73,2022-06-07,2022-06-22,HCBG,NA
OPP-8b03ab6e,"Miller, Wright and Mcgrath",CMP-130,Closed Won,313112.36,2022-06-16,2022-07-08,HCBG,NA
OPP-0ffc1ee5,Garcia LLC,CMP-177,Closed Won,398876.12,2021-09-17,2021-10-02,CBG,EMEA
OPP-b2de11ad,Porter-Neal,CMP-177,Closed Won,186114.75,2021-09-22,2021-10-07,CBG,EMEA
OPP-e6f148b6,Silva LLC,CMP-177,Closed Won,274303.91,2021-09-18,2021-10-05,CBG,EMEA
OPP-662bcd70,"Johnson, Webb and Carroll",CMP-177,Closed Lost,258504.44,2021-09-23,2021-10-18,CBG,EMEA
OPP-6c130b4c,Rivera-Frederick,CMP-177,Closed Won,277944.0,2021-09-25,2021-10-15,CBG,EMEA
OPP-7779bb5b,Anderson and Sons,CMP-177,Negotiation,235519.16,2021-09-20,,CBG,EMEA
OPP-0113047c,Padilla-Bell,CMP-177,Closed Won,289228.15,2021-09-15,2021-10-02,CBG,EMEA
OPP-813aad18,Alexander Ltd,CMP-177,Closed Won,233853.6,2021-09-25,2021-10-22,CBG,EMEA
OPP-3089660f,"Hernandez, Williamson and Gomez",CMP-177,Closed Won,248673.23,2021-09-25,2021-10-13,CBG,EMEA
OPP-2ebdf74d,"Adams, Elliott and Wells",CMP-177,Closed Won,314904.08,2021-09-21,2021-10-08,CBG,EMEA
OPP-80851f87,Thompson-Ellis,CMP-177,Closed Won,534815.23,2021-09-16,2021-10-12,CBG,EMEA
OPP-e05c3e2f,Lewis Ltd,CMP-218,Closed Won,177007.15,2023-09-05,2023-10-07,CBG,NA
OPP-e449ac67,"Sims, Martin and Santana",CMP-218,Negotiation,148684.52,2023-09-12,,CBG,NA
OPP-9cc6b2dc,Johnston Group,CMP-218,Closed Won,216929.66,2023-09-13,2023-10-23,CBG,NA
OPP-b6c00396,"Marsh, Parker and Cruz",CMP-218,Closed Won,248273.56,2023-09-06,2023-09-27,CBG,NA
OPP-22a403c9,"Gibson, Richards and Hall",CMP-183,Closed Won,184191.39,2022-04-28,2022-05-24,SIBG,LATAM
OPP-cbcadfe9,"Reed, Mckinney and Morrison",CMP-119,Negotiation,256199.46,2023-09-24,,TEBG,EMEA
OPP-6a932844,"Gibson, Martin and Maddox",CMP-119,Closed Won,190495.4,2023-09-27,2023-10-20,TEBG,EMEA
OPP-f92ad086,Rivas LLC,CMP-119,Closed Won,281501.57,2023-09-23,2023-10-18,TEBG,EMEA
OPP-63f328b4,"Moore, Christian and Jenkins",CMP-119,Closed Won,239408.41,2023-09-20,2023-10-17,TEBG,EMEA
OPP-c790396a,Wilson Ltd,CMP-242,Closed Won,255953.86,2022-08-27,2022-09-24,TEBG,NA
OPP-5fd89dfd,Norris-Scott,CMP-242,Closed Won,169707.29,2022-08-15,2022-09-15,TEBG,NA
OPP-2d5352d4,Lewis-Jackson,CMP-242,Closed Lost,169242.54,2022-08-23,2022-09-15,TEBG,NA
OPP-6b6a41dd,Eaton and Sons,CMP-242,Closed Won,158860.6,2022-08-15,2022-09-10,TEBG,NA
OPP-488728cb,Adams-Cox,CMP-170,Closed Lost,121890.82,2023-07-21,2023-09-22,HCBG,NA
OPP-e862f7bc,"Harding, Harris and Pitts",CMP-193,Closed Lost,301053.2,2020-09-30,2020-10-18,HCBG,NA
OPP-13d6c9f7,Mcdonald LLC,CMP-202,Closed Won,285830.48,2020-08-26,2020-10-07,HCBG,LATAM
OPP-4b03ded9,"Cook, May and Jackson",CMP-229,Closed Won,225390.91,2022-12-29,2023-01-18,CBG,NA
OPP-8de0f010,"Higgins, White and Garrett",CMP-229,Closed Won,231786.87,2022-12-27,2023-01-10,CBG,NA
OPP-81736635,Nolan Inc,CMP-229,Closed Won,323290.2,2022-12-24,2023-01-11,CBG,NA
OPP-1f7e009e,Nelson-Henry,CMP-229,Closed Won,152996.36,2022-12-23,2023-01-08,CBG,NA
OPP-406dcb60,"Hughes, Thompson and Carlson",CMP-229,Closed Won,252785.51,2023-01-01,2023-01-27,CBG,NA
OPP-2c6c6cf9,Alexander-Harris,CMP-229,Closed Won,228848.37,2022-12-22,2023-01-14,CBG,NA
OPP-9f2c617f,"Rice, Simpson and Duran",CMP-229,Closed Won,313364.4,2022-12-27,2023-01-17,CBG,NA
OPP-5c31b745,Dickerson Inc,CMP-229,Closed Won,275535.71,2022-12-31,2023-01-14,CBG,NA
OPP-1e85d0fe,Richardson-Acevedo,CMP-127,Negotiation,225281.71,2021-05-18,,HCBG,NA
OPP-3861baca,Castillo-Carroll,CMP-213,Negotiation,188161.86,2021-11-28,,CBG,EMEA
OPP-3c0f4a5e,Morgan Group,CMP-213,Closed Lost,111744.13,2021-11-14,2022-01-07,CBG,EMEA
OPP-2be87dff,Nguyen-Gonzalez,CMP-174,Closed Won,220044.65,2024-08-07,2024-09-15,CBG,NA
OPP-80cfe3a8,Taylor Group,CMP-174,Closed Won,209513.8,2024-08-17,2024-09-16,CBG,NA
OPP-f33c8030,Newton PLC,CMP-136,Negotiation,188186.23,2024-07-06,,CBG,NA
OPP-fa7d995b,Case-Parker,CMP-213,Closed Won,159998.03,2021-09-28,2021-10-31,CBG,EMEA
OPP-d1667c65,"Jones, Adams and Perry",CMP-222,Closed Lost,216156.24,2022-08-14,2022-09-08,TEBG,LATAM
OPP-be527a1f,"Price, Swanson and Gray",CMP-222,Negotiation,191066.96,2022-08-14,,TEBG,LATAM
OPP-69c8cf0f,Brady LLC,CMP-222,Closed Lost,254742.4,2022-08-03,2022-09-02,TEBG,LATAM
OPP-cfe28e64,Lloyd Inc,CMP-126,Closed Won,234742.09,2023-04-05,2023-04-24,HCBG,EMEA
OPP-99044300,"Fuller, Cruz and Smith",CMP-126,Closed Won,349038.34,2023-04-01,2023-04-22,HCBG,EMEA
OPP-44299f8c,Miller-Perkins,CMP-126,Closed Won,336419.31,2023-04-05,2023-04-24,HCBG,EMEA
OPP-2a291ea2,Smith-Acosta,CMP-126,Closed Won,185542.43,2023-04-02,2023-04-20,HCBG,EMEA
OPP-0b4a2207,Browning Inc,CMP-126,Closed Won,281379.7,2023-04-04,2023-04-25,HCBG,EMEA
