DATE,CAMPAIGN_ID,CHANNEL,SPEND_AMT,IMPRESSIONS,CLICKS,VIDEO_VIEWS_50
2020-01-16,CMP-118,LinkedIn,120481.13,1606415,6661,0
2020-01-17,CMP-118,LinkedIn,125260.66,1670142,5978,0
2020-01-18,CMP-118,LinkedIn,112510.78,1500143,5050,0
2020-01-19,CMP-118,LinkedIn,103943.47,1385912,5516,0
2020-01-20,CMP-118,LinkedIn,121882.75,1625103,7671,0
2020-01-21,CMP-118,LinkedIn,118426.86,1579024,6931,0
2020-01-22,CMP-118,LinkedIn,112102.18,1494695,6299,0
2020-01-23,CMP-118,LinkedIn,82930.73,1105743,3988,0
2020-01-24,CMP-118,LinkedIn,102425.16,1365668,5402,0
2020-01-25,CMP-118,LinkedIn,81236.5,1083153,3708,0
2020-01-26,CMP-118,LinkedIn,96726.76,1289690,6131,0
2020-01-27,CMP-118,LinkedIn,100380.96,1338412,5315,0
2020-01-28,CMP-118,LinkedIn,91317.99,1217573,5086,0
2020-01-29,CMP-118,LinkedIn,96986.01,1293146,4566,0
2020-01-30,CMP-118,LinkedIn,112792.82,1503904,4825,0
2020-01-31,CMP-118,LinkedIn,78691.17,1049215,3725,0
2020-02-01,CMP-118,LinkedIn,80638.28,1075177,3626,0
2020-02-02,CMP-118,LinkedIn,100884.45,1345125,6031,0
2020-02-03,CMP-118,LinkedIn,116510.23,1553469,6245,0
2020-02-04,CMP-118,LinkedIn,97844.11,1304588,6119,0
2020-02-05,CMP-118,LinkedIn,104781.34,1397084,4665,0
2020-02-06,CMP-118,LinkedIn,119526.85,1593691,5390,0
2020-02-07,CMP-118,LinkedIn,101310.79,1350810,5419,0
2020-02-08,CMP-118,LinkedIn,136758.71,1823449,7274,0
2020-02-09,CMP-118,LinkedIn,125235.53,1669807,7995,0
2020-02-10,CMP-118,LinkedIn,86988.61,1159848,4221,0
2020-02-11,CMP-118,LinkedIn,104617.9,1394905,5405,0
2020-02-12,CMP-118,LinkedIn,105719.87,1409598,6557,0
2020-02-13,CMP-118,LinkedIn,126024.49,1680326,7011,0
2020-02-14,CMP-118,LinkedIn,98908.48,1318779,5958,0
2020-02-15,CMP-118,LinkedIn,142175.62,1895674,8556,0
2020-02-16,CMP-118,LinkedIn,78282.48,1043766,4402,0
2020-02-17,CMP-118,LinkedIn,81604.16,1088055,3930,0
2020-02-18,CMP-118,LinkedIn,82166.32,1095550,4564,0
2020-02-19,CMP-118,LinkedIn,124185.57,1655807,5601,0
2020-02-20,CMP-118,LinkedIn,103898.41,1385312,5444,0
2020-02-21,CMP-118,LinkedIn,102907.62,1372101,4656,0
2020-02-22,CMP-118,LinkedIn,106251.04,1416680,6236,0
2020-02-23,CMP-118,LinkedIn,82935.79,1105810,3680,0
2020-02-24,CMP-118,LinkedIn,101950.61,1359341,6398,0
2020-02-25,CMP-118,LinkedIn,122978.24,1639709,7027,0
2020-02-26,CMP-118,LinkedIn,102429.64,1365728,5667,0
2020-02-27,CMP-118,LinkedIn,78856.49,1051419,4434,0
2020-02-28,CMP-118,LinkedIn,139376.4,1858351,7768,0
2020-02-29,CMP-118,LinkedIn,136723.61,1822981,7945,0
2020-03-01,CMP-118,LinkedIn,86256.15,1150082,5340,0
2020-03-02,CMP-118,LinkedIn,82629.97,1101732,4466,0
2020-03-03,CMP-118,LinkedIn,87702.13,1169361,3763,0
2020-03-04,CMP-118,LinkedIn,106457.86,1419438,5212,0
2020-03-05,CMP-118,LinkedIn,110744.2,1476589,6088,0
2020-03-06,CMP-118,LinkedIn,81108.53,1081447,3673,0
2020-03-07,CMP-118,LinkedIn,115611.89,1541491,5779,0
2020-03-08,CMP-118,LinkedIn,127039.07,1693854,7188,0
2020-03-09,CMP-118,LinkedIn,134841.03,1797880,7745,0
2020-03-10,CMP-118,LinkedIn,106987.02,1426493,6100,0
2020-03-11,CMP-118,LinkedIn,96630.73,1288409,4754,0
2020-03-12,CMP-118,LinkedIn,131047.01,1747293,6839,0
2020-03-13,CMP-118,LinkedIn,131676.58,1755687,7928,0
2020-03-14,CMP-118,LinkedIn,135642.33,1808564,8439,0
2020-03-15,CMP-118,LinkedIn,107057.66,1427435,5296,0
2020-03-16,CMP-118,LinkedIn,117190.38,1562538,5928,0
2020-03-17,CMP-118,LinkedIn,118455.21,1579402,6837,0
2020-03-18,CMP-118,LinkedIn,124307.2,1657429,6297,0
2020-03-19,CMP-118,LinkedIn,89358.81,1191450,4633,0
2020-03-20,CMP-118,LinkedIn,87732.75,1169770,5409,0
2020-03-21,CMP-118,LinkedIn,101354.64,1351395,4658,0
2020-03-22,CMP-118,LinkedIn,79882.85,1065104,4508,0
2023-08-01,CMP-119,LinkedIn,77718.54,1036247,3434,0
2023-08-02,CMP-119,LinkedIn,81277.62,1083701,4007,0
2023-08-03,CMP-119,LinkedIn,95070.14,1267601,5284,0
2023-08-04,CMP-119,LinkedIn,78955.5,1052739,3735,0
2023-08-05,CMP-119,LinkedIn,111101.69,1481355,5816,0
2023-08-06,CMP-119,LinkedIn,95645.25,1275269,4367,0
2023-08-07,CMP-119,LinkedIn,85194.34,1135924,3685,0
2023-08-08,CMP-119,LinkedIn,86218.65,1149582,5451,0
2023-08-09,CMP-119,LinkedIn,79966.79,1066223,3478,0
2023-08-10,CMP-119,LinkedIn,61752.32,823364,3145,0
2023-08-11,CMP-119,LinkedIn,68407.43,912099,2952,0
2023-08-12,CMP-119,LinkedIn,99148.37,1321978,5200,0
2023-08-13,CMP-119,LinkedIn,75070.32,1000937,4644,0
2023-08-14,CMP-119,LinkedIn,66144.57,881927,4171,0
2023-08-15,CMP-119,LinkedIn,76345.04,1017933,4704,0
2023-08-16,CMP-119,LinkedIn,91245.36,1216604,5502,0
2023-08-17,CMP-119,LinkedIn,110894.26,1478590,5413,0
2023-08-18,CMP-119,LinkedIn,109714.63,1462861,5592,0
2023-08-19,CMP-119,LinkedIn,80034.09,1067121,3995,0
2023-08-20,CMP-119,LinkedIn,88072.45,1174299,4047,0
2023-08-21,CMP-119,LinkedIn,88706.87,1182758,4809,0
2023-08-22,CMP-119,LinkedIn,99441.66,1325888,6011,0
2023-08-23,CMP-119,LinkedIn,82866.38,1104885,4070,0
2023-08-24,CMP-119,LinkedIn,73528.1,980374,3442,0
2023-08-25,CMP-119,LinkedIn,63128.61,841714,3154,0
2023-08-26,CMP-119,LinkedIn,74090.79,987877,4688,0
2023-08-27,CMP-119,LinkedIn,88912.98,1185506,4452,0
2023-08-28,CMP-119,LinkedIn,90086.48,1201153,4111,0
2023-08-29,CMP-119,LinkedIn,83052.13,1107361,4653,0
2023-08-30,CMP-119,LinkedIn,85364.92,1138198,4373,0
2023-08-31,CMP-119,LinkedIn,111401.39,1485351,6845,0
2023-09-01,CMP-119,LinkedIn,92300.48,1230673,5059,0
2023-09-02,CMP-119,LinkedIn,92158.92,1228785,4327,0
2023-09-03,CMP-119,LinkedIn,80530.42,1073738,3503,0
2023-09-04,CMP-119,LinkedIn,84676.47,1129019,4593,0
2023-09-05,CMP-119,LinkedIn,71899.49,958659,4546,0
2023-09-06,CMP-119,LinkedIn,107049.84,1427331,6216,0
2023-09-07,CMP-119,LinkedIn,87658.87,1168784,5366,0
2023-09-08,CMP-119,LinkedIn,66892.91,891905,3982,0
2023-09-09,CMP-119,LinkedIn,66592.22,887896,3969,0
2023-09-10,CMP-119,LinkedIn,74375.4,991672,4565,0
2023-09-11,CMP-119,LinkedIn,108833.26,1451110,4989,0
2023-09-12,CMP-119,LinkedIn,84012.84,1120171,5342,0
2023-09-13,CMP-119,LinkedIn,85081.82,1134424,5197,0
2023-09-14,CMP-119,LinkedIn,90512.58,1206834,4586,0
2023-09-15,CMP-119,LinkedIn,74891.85,998558,3520,0
2023-09-16,CMP-119,LinkedIn,99436.32,1325817,5062,0
2023-09-17,CMP-119,LinkedIn,86518.76,1153583,4600,0
2023-09-18,CMP-119,LinkedIn,89922.07,1198960,5497,0
2023-09-19,CMP-119,LinkedIn,110725.46,1476339,5687,0
2023-09-20,CMP-119,LinkedIn,102825.04,1371000,6064,0
2023-09-21,CMP-119,LinkedIn,89728.7,1196382,5658,0
2023-09-22,CMP-119,LinkedIn,70493.11,939908,3172,0
2023-09-23,CMP-119,LinkedIn,104188.51,1389180,5421,0
2023-09-24,CMP-119,LinkedIn,103827.93,1384372,6408,0
2023-09-25,CMP-119,LinkedIn,63376.63,845021,3898,0
2023-09-26,CMP-119,LinkedIn,83272.58,1110301,4459,0
2023-09-27,CMP-119,LinkedIn,92464.79,1232863,5772,0
2023-09-28,CMP-119,LinkedIn,61141.83,815224,3230,0
2023-09-29,CMP-119,LinkedIn,95616.78,1274890,5553,0
2023-09-30,CMP-119,LinkedIn,95864.81,1278197,4365,0
2023-10-01,CMP-119,LinkedIn,53995.52,719940,2717,0
2024-05-13,CMP-120,Programmatic,76680.53,5112035,4520,766805
2024-05-14,CMP-120,Programmatic,112685.25,7512349,6036,1126852
2024-05-15,CMP-120,Programmatic,114827.05,7655136,8196,1148270
2024-05-16,CMP-120,Programmatic,105842.87,7056191,6476,1058428
2024-05-17,CMP-120,Programmatic,62651.63,4176775,4574,626516
2024-05-18,CMP-120,Programmatic,106143.95,7076263,7756,1061439
2024-05-19,CMP-120,Programmatic,69470.47,4631364,5100,694704
2024-05-20,CMP-120,Programmatic,102683.9,6845593,7279,1026838
2024-05-21,CMP-120,Programmatic,102534.99,6835666,7781,1025349
2024-05-22,CMP-120,Programmatic,94444.17,6296278,5260,944441
2024-05-23,CMP-120,Programmatic,87761.07,5850738,4862,877610
2024-05-24,CMP-120,Programmatic,83512.54,5567502,5360,835125
2024-05-25,CMP-120,Programmatic,65394.05,4359603,4095,653940
2024-05-26,CMP-120,Programmatic,67780.7,4518713,5075,677806
2024-05-27,CMP-120,Programmatic,112167.48,7477831,6198,1121674
2024-05-28,CMP-120,Programmatic,112561.49,7504099,7571,1125614
2024-05-29,CMP-120,Programmatic,77784.29,5185619,4307,777842
2024-05-30,CMP-120,Programmatic,88450.54,5896702,6591,884505
2024-05-31,CMP-120,Programmatic,99403.45,6626896,5434,994034
2024-06-01,CMP-120,Programmatic,65759.67,4383978,4213,657596
2024-06-02,CMP-120,Programmatic,77557.49,5170499,4617,775574
2024-06-03,CMP-120,Programmatic,76799.61,5119974,5741,767996
2024-06-04,CMP-120,Programmatic,111188.17,7412544,7131,1111881
2024-06-05,CMP-120,Programmatic,109961.8,7330786,6807,1099617
2024-06-06,CMP-120,Programmatic,87167.39,5811159,5174,871673
2024-06-07,CMP-120,Programmatic,95869.74,6391316,7615,958697
2024-06-08,CMP-120,Programmatic,93907.78,6260518,5904,939077
2024-06-09,CMP-120,Programmatic,96259.21,6417280,5449,962592
2024-06-10,CMP-120,Programmatic,109035.96,7269064,7278,1090359
2024-06-11,CMP-120,Programmatic,85730.4,5715360,5911,857304
2024-06-12,CMP-120,Programmatic,95037.26,6335817,5250,950372
2024-06-13,CMP-120,Programmatic,98105.35,6540356,5865,981053
2024-06-14,CMP-120,Programmatic,99767.71,6651180,7509,997677
2024-06-15,CMP-120,Programmatic,104542.56,6969503,7115,1045425
2024-06-16,CMP-120,Programmatic,89487.45,5965829,5113,894874
2024-06-17,CMP-120,Programmatic,103024.66,6868310,6240,1030246
2024-06-18,CMP-120,Programmatic,88242.11,5882807,5375,882421
2024-06-19,CMP-120,Programmatic,68991.85,4599456,4837,689918
2024-06-20,CMP-120,Programmatic,64774.54,4318302,4747,647745
2024-06-21,CMP-120,Programmatic,78740.32,5249354,4199,787403
2024-06-22,CMP-120,Programmatic,89007.83,5933855,4858,890078
2024-06-23,CMP-120,Programmatic,76543.12,5102874,5525,765431
2024-06-24,CMP-120,Programmatic,65217.91,4347860,4938,652179
2024-06-25,CMP-120,Programmatic,62094.84,4139656,3720,620948
2024-06-26,CMP-120,Programmatic,101197.49,6746499,6250,1011974
2024-06-27,CMP-120,Programmatic,67297.63,4486508,4235,672976
2024-06-28,CMP-120,Programmatic,76236.68,5082445,5779,762366
2024-06-29,CMP-120,Programmatic,78515.45,5234363,5839,785154
2024-06-30,CMP-120,Programmatic,109206.42,7280427,7087,1092064
2024-07-01,CMP-120,Programmatic,154231.13,10282075,9777,1542311
2024-07-02,CMP-120,Programmatic,158251.79,10550119,8816,1582517
2024-07-03,CMP-120,Programmatic,137674.43,9178295,9155,1376744
2024-07-04,CMP-120,Programmatic,115440.0,7695999,8104,1154399
2024-07-05,CMP-120,Programmatic,138924.99,9261665,7425,1389249
2024-07-06,CMP-120,Programmatic,99048.79,6603252,7165,990487
2024-07-07,CMP-120,Programmatic,136141.94,9076129,10768,1361419
2024-07-08,CMP-120,Programmatic,143171.84,9544789,11265,1431718
2024-07-09,CMP-120,Programmatic,138827.2,9255146,8507,1388271
2024-07-10,CMP-120,Programmatic,94474.59,6298306,7008,944745
2024-07-11,CMP-120,Programmatic,134490.45,8966029,7345,1344904
2024-07-12,CMP-120,Programmatic,113390.25,7559350,8940,1133902
2024-07-13,CMP-120,Programmatic,123814.19,8254279,8032,1238141
2024-07-14,CMP-120,Programmatic,120642.72,8042847,7106,1206427
2024-07-15,CMP-120,Programmatic,114033.19,7602212,7206,1140331
2024-07-16,CMP-120,Programmatic,90537.52,6035834,6681,905375
2024-07-17,CMP-120,Programmatic,117583.12,7838874,8849,1175831
2024-07-18,CMP-120,Programmatic,149804.96,9986997,8836,1498049
2024-07-19,CMP-120,Programmatic,135471.14,9031409,8931,1354711
2024-07-20,CMP-120,Programmatic,152018.87,10134591,8982,1520188
2024-07-21,CMP-120,Programmatic,136990.69,9132712,9526,1369906
2024-07-22,CMP-120,Programmatic,108581.3,7238753,6186,1085812
2024-07-23,CMP-120,Programmatic,135046.77,9003118,9862,1350467
2024-07-24,CMP-120,Programmatic,110090.92,7339394,7764,1100909
2024-07-25,CMP-120,Programmatic,115995.7,7733046,8392,1159956
2024-07-26,CMP-120,Programmatic,101444.92,6762994,7818,1014449
2024-07-27,CMP-120,Programmatic,107995.17,7199677,6818,1079951
2024-07-28,CMP-120,Programmatic,90963.6,6064240,5121,909636
2024-07-29,CMP-120,Programmatic,124962.47,8330831,7556,1249624
2024-07-30,CMP-120,Programmatic,148700.72,9913381,7988,1487007
2024-07-31,CMP-120,Programmatic,114804.63,7653642,7155,1148046
2024-08-01,CMP-120,Programmatic,88084.55,5872303,4989,880845
2024-08-02,CMP-120,Programmatic,117370.58,7824705,7802,1173705
2024-08-03,CMP-120,Programmatic,116675.93,7778395,7874,1166759
2024-08-04,CMP-120,Programmatic,130849.88,8723325,7013,1308498
2024-08-05,CMP-120,Programmatic,121117.72,8074514,9571,1211177
2024-08-06,CMP-120,Programmatic,125197.93,8346528,8939,1251979
2024-08-07,CMP-120,Programmatic,109811.4,7320760,8123,1098114
2024-08-08,CMP-120,Programmatic,144054.44,9603629,9685,1440544
2024-08-09,CMP-120,Programmatic,159138.24,10609216,9020,1591382
2022-01-13,CMP-121,LinkedIn,173723.09,2316307,10403,347446
2022-01-14,CMP-121,LinkedIn,115425.88,1539011,5578,230851
2022-01-15,CMP-121,LinkedIn,106218.27,1416243,5196,212436
2022-01-16,CMP-121,LinkedIn,173990.71,2319876,9346,347981
2022-01-17,CMP-121,LinkedIn,135866.27,1811550,6874,271732
2022-01-18,CMP-121,LinkedIn,104765.33,1396871,5140,209530
2022-01-19,CMP-121,LinkedIn,162627.89,2168371,10318,325255
2022-01-20,CMP-121,LinkedIn,180620.85,2408278,7797,361241
2022-01-21,CMP-121,LinkedIn,185240.11,2469868,10998,370480
2022-01-22,CMP-121,LinkedIn,174639.58,2328527,9157,349279
2022-01-23,CMP-121,LinkedIn,140342.91,1871238,6894,280685
2022-01-24,CMP-121,LinkedIn,110536.4,1473818,5254,221072
2022-01-25,CMP-121,LinkedIn,126762.97,1690172,6717,253525
2022-01-26,CMP-121,LinkedIn,171685.78,2289143,9060,343371
2022-01-27,CMP-121,LinkedIn,109832.26,1464430,6930,219664
2022-01-28,CMP-121,LinkedIn,189201.37,2522684,11241,378402
2022-01-29,CMP-121,LinkedIn,193560.86,2580811,10506,387121
2022-01-30,CMP-121,LinkedIn,190999.21,2546656,8457,381998
2022-01-31,CMP-121,LinkedIn,137443.57,1832580,6525,274887
2022-02-01,CMP-121,LinkedIn,122209.12,1629454,5581,244418
2022-02-02,CMP-121,LinkedIn,160471.17,2139615,9521,320942
2022-02-03,CMP-121,LinkedIn,156514.26,2086856,7168,313028
2022-02-04,CMP-121,LinkedIn,177397.49,2365299,9975,354794
2022-02-05,CMP-121,LinkedIn,139460.35,1859471,7955,278920
2022-02-06,CMP-121,LinkedIn,127956.04,1706080,6401,255912
2022-02-07,CMP-121,LinkedIn,186937.61,2492501,9134,373875
2022-02-08,CMP-121,LinkedIn,146799.41,1957325,9051,293598
2022-02-09,CMP-121,LinkedIn,168122.83,2241637,7396,336245
2022-02-10,CMP-121,LinkedIn,117856.23,1571416,5048,235712
2022-02-11,CMP-121,LinkedIn,161234.31,2149790,8419,322468
2022-02-12,CMP-121,LinkedIn,116687.67,1555835,7363,233375
2022-02-13,CMP-121,LinkedIn,152151.63,2028688,7276,304303
2022-02-14,CMP-121,LinkedIn,149545.44,1993939,8548,299090
2022-02-15,CMP-121,LinkedIn,111482.17,1486428,5409,222964
2022-02-16,CMP-121,LinkedIn,177024.51,2360326,9288,354048
2022-02-17,CMP-121,LinkedIn,153669.03,2048920,7975,307338
2022-02-18,CMP-121,LinkedIn,108581.51,1447753,5016,217162
2022-02-19,CMP-121,LinkedIn,144606.68,1928089,6815,289213
2022-02-20,CMP-121,LinkedIn,109126.77,1455023,6620,218253
2022-02-21,CMP-121,LinkedIn,192651.77,2568690,11479,385303
2022-02-22,CMP-121,LinkedIn,181223.97,2416319,8667,362447
2022-02-23,CMP-121,LinkedIn,190807.14,2544095,8942,381614
2022-02-24,CMP-121,LinkedIn,189982.21,2533096,12137,379964
2022-02-25,CMP-121,LinkedIn,168481.74,2246423,10715,336963
2022-02-26,CMP-121,LinkedIn,155728.66,2076382,7506,311457
2022-02-27,CMP-121,LinkedIn,143840.17,1917868,7958,287680
2022-02-28,CMP-121,LinkedIn,111198.95,1482652,6220,222397
2022-03-01,CMP-121,LinkedIn,192650.45,2568672,9001,385300
2022-03-02,CMP-121,LinkedIn,175735.56,2343140,10901,351471
2022-03-03,CMP-121,LinkedIn,189289.03,2523853,11953,378577
2022-03-04,CMP-121,LinkedIn,151416.12,2018881,9617,302832
2022-03-05,CMP-121,LinkedIn,172570.69,2300942,7958,345141
2022-03-06,CMP-121,LinkedIn,147419.37,1965591,8549,294838
2022-03-07,CMP-121,LinkedIn,126829.05,1691054,7144,253658
2022-03-08,CMP-121,LinkedIn,164434.5,2192460,7586,328869
2022-03-09,CMP-121,LinkedIn,155329.12,2071054,9184,310658
2022-03-10,CMP-121,LinkedIn,149392.25,1991896,6412,298784
2022-03-11,CMP-121,LinkedIn,105454.62,1406061,5302,210909
2022-03-12,CMP-121,LinkedIn,187718.69,2502915,8925,375437
2022-03-13,CMP-121,LinkedIn,161543.03,2153907,7657,323086
2022-03-14,CMP-121,LinkedIn,133496.03,1779947,8110,266992
2022-03-15,CMP-121,LinkedIn,170018.98,2266919,7600,340037
2022-03-16,CMP-121,LinkedIn,143096.25,1907949,6194,286192
2022-03-17,CMP-121,LinkedIn,147777.25,1970363,8393,295554
2022-03-18,CMP-121,LinkedIn,115272.98,1536973,5628,230545
2022-03-19,CMP-121,LinkedIn,140327.78,1871037,8740,280655
2022-03-20,CMP-121,LinkedIn,193733.71,2583116,8451,387467
2022-03-21,CMP-121,LinkedIn,172902.36,2305364,8748,345804
2022-03-22,CMP-121,LinkedIn,139845.37,1864604,8216,279690
2022-03-23,CMP-121,LinkedIn,187021.98,2493626,11773,374043
2022-03-24,CMP-121,LinkedIn,156408.8,2085450,7865,312817
2022-03-25,CMP-121,LinkedIn,175282.96,2337106,8417,350565
2022-03-26,CMP-121,LinkedIn,155238.41,2069845,7811,310476
2022-03-27,CMP-121,LinkedIn,163540.3,2180537,7816,327080
2022-03-28,CMP-121,LinkedIn,121828.8,1624384,7584,243657
2022-03-29,CMP-121,LinkedIn,113775.17,1517002,6082,227550
2022-03-30,CMP-121,LinkedIn,124453.26,1659376,5413,248906
2022-03-31,CMP-121,LinkedIn,107874.61,1438328,5005,215749
2022-04-01,CMP-121,LinkedIn,130277.64,1737035,6343,260555
2022-04-02,CMP-121,LinkedIn,135639.39,1808525,7470,271278
2022-04-03,CMP-121,LinkedIn,102718.52,1369580,5653,205437
2022-04-04,CMP-121,LinkedIn,107849.33,1437991,6347,215698
2022-04-05,CMP-121,LinkedIn,92844.53,1237927,4660,185689
2022-04-06,CMP-121,LinkedIn,132028.22,1760376,8298,264056
2022-04-07,CMP-121,LinkedIn,131929.81,1759064,6809,263859
2022-04-08,CMP-121,LinkedIn,124741.88,1663225,6589,249483
2020-06-10,CMP-122,X.com,25875.95,2587594,10727,388139
2020-06-11,CMP-122,X.com,25526.03,2552603,9522,382890
2020-06-12,CMP-122,X.com,38147.4,3814740,13471,572211
2020-06-13,CMP-122,X.com,23356.52,2335652,7731,350347
2020-06-14,CMP-122,X.com,39765.5,3976550,15950,596482
2020-06-15,CMP-122,X.com,29739.03,2973903,13374,446085
2020-06-16,CMP-122,X.com,37785.04,3778503,14099,566775
2020-06-17,CMP-122,X.com,35101.72,3510171,15563,526525
2020-06-18,CMP-122,X.com,34366.44,3436644,11830,515496
2020-06-19,CMP-122,X.com,38540.88,3854087,15657,578113
2020-06-20,CMP-122,X.com,27343.81,2734380,10610,410157
2020-06-21,CMP-122,X.com,22722.76,2272276,7736,340841
2020-06-22,CMP-122,X.com,36458.94,3645893,11666,546883
2020-06-23,CMP-122,X.com,29874.02,2987401,12057,448110
2020-06-24,CMP-122,X.com,23044.73,2304473,10962,345670
2020-06-25,CMP-122,X.com,26280.6,2628059,9688,394208
2020-06-26,CMP-122,X.com,27748.93,2774892,9902,416233
2020-06-27,CMP-122,X.com,22041.65,2204164,9625,330624
2020-06-28,CMP-122,X.com,40257.25,4025724,14327,603858
2020-06-29,CMP-122,X.com,34524.87,3452487,15146,517873
2020-06-30,CMP-122,X.com,38022.78,3802277,14738,570341
2020-07-01,CMP-122,X.com,38821.78,3882177,14443,582326
2020-07-02,CMP-122,X.com,49644.4,4964440,22373,744666
2020-07-03,CMP-122,X.com,35616.99,3561699,13511,534254
2020-07-04,CMP-122,X.com,54645.57,5464556,24539,819683
2020-07-05,CMP-122,X.com,56835.98,5683598,25046,852539
2020-07-06,CMP-122,X.com,41206.25,4120625,17080,618093
2020-07-07,CMP-122,X.com,48281.12,4828112,16056,724216
2020-07-08,CMP-122,X.com,45203.13,4520313,19595,678046
2020-07-09,CMP-122,X.com,35239.43,3523943,15678,528591
2020-07-10,CMP-122,X.com,46240.66,4624066,21842,693609
2020-07-11,CMP-122,X.com,31940.02,3194002,11576,479100
2020-07-12,CMP-122,X.com,46710.38,4671038,17163,700655
2020-07-13,CMP-122,X.com,49692.03,4969202,21936,745380
2020-07-14,CMP-122,X.com,33527.49,3352749,13485,502912
2023-01-30,CMP-123,Trade Publications,68136.75,1946764,6851,292014
2023-01-31,CMP-123,Trade Publications,88464.27,2527550,8180,379132
2023-02-01,CMP-123,Trade Publications,83443.46,2384098,7042,357614
2023-02-02,CMP-123,Trade Publications,92611.54,2646043,8556,396906
2023-02-03,CMP-123,Trade Publications,84093.55,2402672,8250,360400
2023-02-04,CMP-123,Trade Publications,63913.14,1826089,6151,273913
2023-02-05,CMP-123,Trade Publications,60416.09,1726173,4858,258925
2023-02-06,CMP-123,Trade Publications,66643.09,1904088,6805,285613
2023-02-07,CMP-123,Trade Publications,89752.12,2564346,8312,384651
2023-02-08,CMP-123,Trade Publications,84008.19,2400233,7379,360034
2023-02-09,CMP-123,Trade Publications,93769.2,2679119,8025,401867
2023-02-10,CMP-123,Trade Publications,68635.24,1961006,5090,294150
2023-02-11,CMP-123,Trade Publications,86632.12,2475203,8121,371280
2023-02-12,CMP-123,Trade Publications,68805.47,1965870,4777,294880
2023-02-13,CMP-123,Trade Publications,88974.03,2542115,6135,381317
2023-02-14,CMP-123,Trade Publications,82972.04,2370629,8449,355594
2023-02-15,CMP-123,Trade Publications,71170.21,2033434,5453,305015
2023-02-16,CMP-123,Trade Publications,83024.0,2372114,8019,355817
2023-02-17,CMP-123,Trade Publications,75995.35,2171295,7730,325694
2023-02-18,CMP-123,Trade Publications,54047.04,1544201,4641,231630
2023-02-19,CMP-123,Trade Publications,83626.56,2389330,8207,358399
2023-02-20,CMP-123,Trade Publications,59706.97,1705913,5731,255886
2023-02-21,CMP-123,Trade Publications,76273.8,2179251,6267,326887
2023-02-22,CMP-123,Trade Publications,57598.01,1645657,5658,246848
2023-02-23,CMP-123,Trade Publications,58731.8,1678051,4651,251707
2023-02-24,CMP-123,Trade Publications,64621.77,1846336,6361,276950
2023-02-25,CMP-123,Trade Publications,81596.98,2331342,7824,349701
2023-02-26,CMP-123,Trade Publications,62866.05,1796172,5657,269425
2023-02-27,CMP-123,Trade Publications,77118.39,2203382,7490,330507
2023-02-28,CMP-123,Trade Publications,91950.22,2627149,6343,394072
2023-03-01,CMP-123,Trade Publications,81655.4,2333011,5744,349951
2023-03-02,CMP-123,Trade Publications,76103.08,2174373,5969,326155
2023-03-03,CMP-123,Trade Publications,65363.98,1867542,5273,280131
2023-03-04,CMP-123,Trade Publications,79316.34,2266181,6347,339927
2023-03-05,CMP-123,Trade Publications,84258.49,2407385,6946,361107
2023-03-06,CMP-123,Trade Publications,54787.19,1565348,5229,234802
2023-03-07,CMP-123,Trade Publications,64431.58,1840902,5374,276135
2023-03-08,CMP-123,Trade Publications,82162.18,2347490,6570,352123
2023-03-09,CMP-123,Trade Publications,54265.16,1550433,4416,232564
2023-03-10,CMP-123,Trade Publications,93651.99,2675771,8482,401365
2023-11-13,CMP-124,Programmatic,37887.01,2525800,2221,0
2023-11-14,CMP-124,Programmatic,33381.12,2225408,2448,0
2023-11-15,CMP-124,Programmatic,26705.72,1780381,1622,0
2023-11-16,CMP-124,Programmatic,30390.2,2026013,1970,0
2023-11-17,CMP-124,Programmatic,45217.93,3014528,2493,0
2023-11-18,CMP-124,Programmatic,35494.92,2366327,2062,0
2023-11-19,CMP-124,Programmatic,45013.81,3000920,2536,0
2023-11-20,CMP-124,Programmatic,33070.84,2204722,2414,0
2023-11-21,CMP-124,Programmatic,39409.11,2627273,2546,0
2023-11-22,CMP-124,Programmatic,31868.76,2124584,2037,0
2023-11-23,CMP-124,Programmatic,30136.57,2009104,1772,0
2023-11-24,CMP-124,Programmatic,34743.87,2316257,2101,0
2023-11-25,CMP-124,Programmatic,30624.87,2041657,2169,0
2023-11-26,CMP-124,Programmatic,44968.76,2997917,3122,0
2023-11-27,CMP-124,Programmatic,26191.98,1746132,1449,0
2023-11-28,CMP-124,Programmatic,44608.32,2973888,2732,0
2023-11-29,CMP-124,Programmatic,26509.73,1767315,1837,0
2023-11-30,CMP-124,Programmatic,37705.18,2513678,2662,0
2023-12-01,CMP-124,Programmatic,30202.4,2013493,1622,0
2023-12-02,CMP-124,Programmatic,44894.58,2992972,2694,0
2023-12-03,CMP-124,Programmatic,38808.29,2587219,2801,0
2023-12-04,CMP-124,Programmatic,37417.89,2494525,2307,0
2023-12-05,CMP-124,Programmatic,30280.2,2018680,2097,0
2023-12-06,CMP-124,Programmatic,42811.27,2854084,3364,0
2023-12-07,CMP-124,Programmatic,26801.19,1786745,1540,0
2023-12-08,CMP-124,Programmatic,44467.49,2964499,3244,0
2023-12-09,CMP-124,Programmatic,43167.16,2877810,2535,0
2023-12-10,CMP-124,Programmatic,36945.68,2463045,2661,0
2023-12-11,CMP-124,Programmatic,38894.33,2592955,2497,0
